"Dec_time","Dec_ZT_time","Condition","mean","SEM"
0,960,"1 Male",0.475,0.171671645434399
1,961,"1 Male",0.55,0.18239854925199
2,962,"1 Male",0.6,0.208166599946613
3,963,"1 Male",0.725,0.205649377987551
4,964,"1 Male",0.5,0.15191090506255
5,965,"1 Male",0.775,0.283040950194807
6,966,"1 Male",0.825,0.279393803503044
7,967,"1 Male",0.525,0.192778270400119
8,968,"1 Male",0.475,0.284171084257715
9,969,"1 Male",1.1,0.627162924074226
10,970,"1 Male",0.375,0.158872227325561
11,971,"1 Male",0.4,0.174679193130781
12,972,"1 Male",0.5,0.186052101883813
13,973,"1 Male",0.4,0.151064598170825
14,974,"1 Male",0.45,0.147413599205668
15,975,"1 Male",0.975,0.526828318262294
16,976,"1 Male",0.375,0.170547760060162
17,977,"1 Male",0.3,0.125064086135971
18,978,"1 Male",0.225,0.126529108843046
19,979,"1 Male",0.525,0.226420020406822
20,980,"1 Male",0.275,0.143167017402036
21,981,"1 Male",0.375,0.188405931095056
22,982,"1 Male",0.25,0.142099640014701
23,983,"1 Male",0.1,0.0480384461415261
24,984,"1 Male",0.4,0.188788309068718
25,985,"1 Male",0.4,0.151064598170825
26,986,"1 Male",0.575,0.217466472511665
27,987,"1 Male",0.45,0.192653535174895
28,988,"1 Male",0.65,0.225177992275285
29,989,"1 Male",0.8,0.284650032541085
30,990,"1 Male",0.65,0.238988252044707
31,991,"1 Male",0.75,0.257577471542357
32,992,"1 Male",0.65,0.241655614247706
33,993,"1 Male",1.075,0.459078648085712
34,994,"1 Male",0.775,0.300613688549922
35,995,"1 Male",0.575,0.220394459886627
36,996,"1 Male",0.65,0.222313015640283
37,997,"1 Male",0.825,0.252899848424892
38,998,"1 Male",0.85,0.269258240356725
39,999,"1 Male",0.475,0.189423890405646
40,1000,"1 Male",0.85,0.241655614247706
41,1001,"1 Male",0.8,0.32462996686168
42,1002,"1 Male",0.9,0.281479607131261
43,1003,"1 Male",0.4,0.151064598170825
44,1004,"1 Male",0.375,0.150586460384996
45,1005,"1 Male",0.525,0.192778270400119
46,1006,"1 Male",1,0.333973743786037
47,1007,"1 Male",1.025,0.319228838424807
48,1008,"1 Male",0.725,0.220685122010803
49,1009,"1 Male",0.675,0.19737865470545
50,1010,"1 Male",0.9,0.285998027606611
51,1011,"1 Male",0.525,0.167896106459032
52,1012,"1 Male",0.275,0.107342609887388
53,1013,"1 Male",0.525,0.208743186592324
54,1014,"1 Male",0.55,0.192653535174895
55,1015,"1 Male",0.5,0.21483446221183
56,1016,"1 Male",1.025,0.424396252913688
57,1017,"1 Male",0.45,0.159927868356091
58,1018,"1 Male",0.325,0.144946939893933
59,1019,"1 Male",0.5,0.223606797749979
60,1020,"1 Male",0.275,0.118686724032381
61,1021,"1 Male",0.325,0.16558946764475
62,1022,"1 Male",0.6,0.247552118314611
63,1023,"1 Male",0.8,0.483311228495411
64,1024,"1 Male",0.675,0.243867082334115
65,1025,"1 Male",0.675,0.246481652721263
66,1026,"1 Male",0.375,0.174265859374663
67,1027,"1 Male",0.85,0.329237658686603
68,1028,"1 Male",0.4,0.198713813025616
69,1029,"1 Male",0.675,0.212999036954606
70,1030,"1 Male",0.6,0.217208395738947
71,1031,"1 Male",0.55,0.192653535174895
72,1032,"1 Male",0.45,0.159927868356091
73,1033,"1 Male",0.55,0.195952636872883
74,1034,"1 Male",0.375,0.127538330085609
75,1035,"1 Male",0.75,0.285885937448433
76,1036,"1 Male",0.8,0.24337372337779
77,1037,"1 Male",0.875,0.265994746429709
78,1038,"1 Male",0.525,0.199317746582095
79,1039,"1 Male",0.675,0.203770547178526
80,1040,"1 Male",0.525,0.138617255743084
81,1041,"1 Male",0.65,0.225177992275285
82,1042,"1 Male",0.375,0.150586460384996
83,1043,"1 Male",0.55,0.17522878817457
84,1044,"1 Male",0.525,0.156022269942303
85,1045,"1 Male",0.55,0.167752870738553
86,1046,"1 Male",0.45,0.195952636872883
87,1047,"1 Male",0.775,0.329115948705479
88,1048,"1 Male",0.15,0.0674631903431942
89,1049,"1 Male",0.55,0.258074725811274
90,1050,"1 Male",0.425,0.18908517955727
91,1051,"1 Male",0.35,0.166217343042792
92,1052,"1 Male",0.55,0.208627996744543
93,1053,"1 Male",0.625,0.207819880098374
94,1054,"1 Male",0.85,0.296453394962202
95,1055,"1 Male",0.725,0.223570960455454
96,1056,"1 Male",0.45,0.18239854925199
97,1057,"1 Male",0.4,0.167178700643108
98,1058,"1 Male",0.425,0.178625449704266
99,1059,"1 Male",0.3,0.114354374979373
100,1060,"1 Male",0.25,0.111803398874989
101,1061,"1 Male",0.275,0.167896106459032
102,1062,"1 Male",0.575,0.299331520181819
103,1063,"1 Male",0.325,0.144946939893933
104,1064,"1 Male",0.3,0.160926802918084
105,1065,"1 Male",0.3,0.144115338424578
106,1066,"1 Male",0.425,0.250352315849648
107,1067,"1 Male",0.8,0.493807810637047
108,1068,"1 Male",0.875,0.402217411549831
109,1069,"1 Male",0.5,0.182574185835055
110,1070,"1 Male",0.45,0.167752870738553
111,1071,"1 Male",0.9,0.292644879745103
112,1072,"1 Male",1.65,1.32362652568131
113,1073,"1 Male",0.525,0.232013206962725
114,1074,"1 Male",0.525,0.192778270400119
115,1075,"1 Male",0.85,0.280909694404192
116,1076,"1 Male",0.425,0.147141567973299
117,1077,"1 Male",0.25,0.122735905765601
118,1078,"1 Male",0.425,0.178625449704266
119,1079,"1 Male",0.95,0.365060585066686
120,1080,"1 Male",0.45,0.17522878817457
121,1081,"1 Male",0.175,0.106743762202907
122,1082,"1 Male",0.275,0.118686724032381
123,1083,"1 Male",0.9,0.705109556862965
124,1084,"1 Male",0.6,0.439696865275764
125,1085,"1 Male",0.7,0.467124317719735
126,1086,"1 Male",1.375,0.729143772534362
127,1087,"1 Male",0.55,0.237373448064761
