"Dec_time","Dec_ZT_time","Condition","mean","SEM"
0,960,"1 Female",0.075,0.075
1,961,"1 Female",0.175,0.106743762202907
2,962,"1 Female",0.075,0.0553253778649314
3,963,"1 Female",0.125,0.0890656628993031
4,964,"1 Female",0.075,0.0553253778649314
5,965,"1 Female",0.075,0.0553253778649314
6,966,"1 Female",0.075,0.0553253778649314
7,967,"1 Female",0.15,0.104697366067817
8,968,"1 Female",0.025,0.025
9,969,"1 Female",0.15,0.126845353047495
10,970,"1 Female",0.1,0.0784464540552736
11,971,"1 Female",0.05,0.05
12,972,"1 Female",0.05,0.05
13,973,"1 Female",0,0
14,974,"1 Female",0.125,0.0890656628993031
15,975,"1 Female",0.025,0.025
16,976,"1 Female",0.025,0.025
17,977,"1 Female",0,0
18,978,"1 Female",0.175,0.123451952659262
19,979,"1 Female",0.05,0.05
20,980,"1 Female",0.15,0.15
21,981,"1 Female",0,0
22,982,"1 Female",0,0
23,983,"1 Female",0.05,0.05
24,984,"1 Female",0.175,0.175
25,985,"1 Female",0.1,0.0697982440452113
26,986,"1 Female",0.1,0.0697982440452113
27,987,"1 Female",0.05,0.0348991220226056
28,988,"1 Female",0.025,0.025
29,989,"1 Female",0.025,0.025
30,990,"1 Female",0.075,0.075
31,991,"1 Female",0.075,0.075
32,992,"1 Female",0.025,0.025
33,993,"1 Female",0.05,0.05
34,994,"1 Female",0.05,0.05
35,995,"1 Female",0.05,0.05
36,996,"1 Female",0,0
37,997,"1 Female",0.025,0.025
38,998,"1 Female",0.025,0.025
39,999,"1 Female",0,0
40,1000,"1 Female",0.025,0.025
41,1001,"1 Female",0.05,0.05
42,1002,"1 Female",0,0
43,1003,"1 Female",0,0
44,1004,"1 Female",0,0
45,1005,"1 Female",0,0
46,1006,"1 Female",0,0
47,1007,"1 Female",0,0
48,1008,"1 Female",0,0
49,1009,"1 Female",0.025,0.025
50,1010,"1 Female",0,0
51,1011,"1 Female",0,0
52,1012,"1 Female",0,0
53,1013,"1 Female",0,0
54,1014,"1 Female",0,0
55,1015,"1 Female",0,0
56,1016,"1 Female",0,0
57,1017,"1 Female",0,0
58,1018,"1 Female",0,0
59,1019,"1 Female",0,0
60,1020,"1 Female",0,0
61,1021,"1 Female",0,0
62,1022,"1 Female",0.075,0.075
63,1023,"1 Female",0.025,0.025
64,1024,"1 Female",0.125,0.125
65,1025,"1 Female",0.125,0.125
66,1026,"1 Female",0.075,0.0553253778649314
67,1027,"1 Female",0.25,0.18861845900368
68,1028,"1 Female",0.2,0.176140969185596
69,1029,"1 Female",0.075,0.075
70,1030,"1 Female",0.05,0.05
71,1031,"1 Female",0.05,0.05
72,1032,"1 Female",0.175,0.106743762202907
73,1033,"1 Female",0.075,0.0553253778649314
74,1034,"1 Female",0.1,0.0784464540552736
75,1035,"1 Female",0.025,0.025
76,1036,"1 Female",0.2,0.134926380686388
77,1037,"1 Female",0.1,0.0784464540552736
78,1038,"1 Female",0.025,0.025
79,1039,"1 Female",0.025,0.025
80,1040,"1 Female",0.075,0.075
81,1041,"1 Female",0.05,0.0348991220226056
82,1042,"1 Female",0.075,0.075
83,1043,"1 Female",0.025,0.025
84,1044,"1 Female",0.05,0.05
85,1045,"1 Female",0,0
86,1046,"1 Female",0,0
87,1047,"1 Female",0.025,0.025
88,1048,"1 Female",0.075,0.0553253778649314
89,1049,"1 Female",0.175,0.175
90,1050,"1 Female",0.05,0.05
91,1051,"1 Female",0.05,0.05
92,1052,"1 Female",0,0
93,1053,"1 Female",0.05,0.05
94,1054,"1 Female",0.1,0.0784464540552736
95,1055,"1 Female",0.05,0.05
96,1056,"1 Female",0,0
97,1057,"1 Female",0,0
98,1058,"1 Female",0,0
99,1059,"1 Female",0,0
100,1060,"1 Female",0,0
101,1061,"1 Female",0,0
102,1062,"1 Female",0.025,0.025
103,1063,"1 Female",0,0
104,1064,"1 Female",0,0
105,1065,"1 Female",0.05,0.05
106,1066,"1 Female",0.025,0.025
107,1067,"1 Female",0.05,0.05
108,1068,"1 Female",0.025,0.025
109,1069,"1 Female",0.05,0.05
110,1070,"1 Female",0,0
111,1071,"1 Female",0.075,0.075
112,1072,"1 Female",0.025,0.025
113,1073,"1 Female",0,0
114,1074,"1 Female",0.075,0.0553253778649314
115,1075,"1 Female",0.1,0.1
116,1076,"1 Female",0,0
117,1077,"1 Female",0.05,0.05
118,1078,"1 Female",0.025,0.025
119,1079,"1 Female",0.075,0.075
120,1080,"1 Female",0.025,0.025
121,1081,"1 Female",0.05,0.05
122,1082,"1 Female",0,0
123,1083,"1 Female",0.05,0.05
124,1084,"1 Female",0.05,0.05
125,1085,"1 Female",0,0
126,1086,"1 Female",0.025,0.025
127,1087,"1 Female",0.05,0.05
128,1088,"1 Female",0.025,0.025
129,1089,"1 Female",0,0
130,1090,"1 Female",0.025,0.025
131,1091,"1 Female",0.1,0.0697982440452113
132,1092,"1 Female",0.1,0.1
133,1093,"1 Female",0.025,0.025
134,1094,"1 Female",0.025,0.025
135,1095,"1 Female",0.05,0.0348991220226056
136,1096,"1 Female",0.05,0.05
137,1097,"1 Female",0.025,0.025
138,1098,"1 Female",0.1,0.0784464540552736
139,1099,"1 Female",0.025,0.025
140,1100,"1 Female",0.425,0.309854184068273
141,1101,"1 Female",0.175,0.112588996137642
142,1102,"1 Female",0.125,0.102453867041683
143,1103,"1 Female",0.15,0.126845353047495
144,1104,"1 Female",0.075,0.0553253778649314
145,1105,"1 Female",0.075,0.075
146,1106,"1 Female",0.15,0.104697366067817
147,1107,"1 Female",0.075,0.075
148,1108,"1 Female",0.15,0.110650755729863
149,1109,"1 Female",0.1,0.1
150,1110,"1 Female",0.175,0.123451952659262
151,1111,"1 Female",0.05,0.05
152,1112,"1 Female",0.1,0.0784464540552736
153,1113,"1 Female",0.075,0.0553253778649314
154,1114,"1 Female",0.05,0.05
155,1115,"1 Female",0.1,0.0697982440452113
156,1116,"1 Female",0.025,0.025
157,1117,"1 Female",0.225,0.180765821026216
158,1118,"1 Female",0.05,0.05
159,1119,"1 Female",0.025,0.025
160,1120,"1 Female",0.025,0.025
161,1121,"1 Female",0,0
162,1122,"1 Female",0,0
163,1123,"1 Female",0,0
164,1124,"1 Female",0,0
165,1125,"1 Female",0,0
166,1126,"1 Female",0,0
167,1127,"1 Female",0,0
168,1128,"1 Female",0,0
169,1129,"1 Female",0,0
170,1130,"1 Female",0.025,0.025
171,1131,"1 Female",0,0
172,1132,"1 Female",0,0
173,1133,"1 Female",0,0
174,1134,"1 Female",0,0
175,1135,"1 Female",0,0
176,1136,"1 Female",0,0
177,1137,"1 Female",0,0
178,1138,"1 Female",0,0
179,1139,"1 Female",0,0
180,1140,"1 Female",0,0
181,1141,"1 Female",0,0
182,1142,"1 Female",0.025,0.025
183,1143,"1 Female",0,0
184,1144,"1 Female",0,0
185,1145,"1 Female",0,0
186,1146,"1 Female",0,0
187,1147,"1 Female",0.05,0.05
188,1148,"1 Female",0.075,0.075
189,1149,"1 Female",0,0
190,1150,"1 Female",0.025,0.025
191,1151,"1 Female",0,0
192,1152,"1 Female",0.05,0.05
193,1153,"1 Female",0.05,0.05
194,1154,"1 Female",0.025,0.025
195,1155,"1 Female",0.025,0.025
196,1156,"1 Female",0.025,0.025
197,1157,"1 Female",0.05,0.05
198,1158,"1 Female",0.075,0.075
199,1159,"1 Female",0.05,0.05
200,1160,"1 Female",0.025,0.025
201,1161,"1 Female",0.05,0.05
202,1162,"1 Female",0.025,0.025
203,1163,"1 Female",0.05,0.05
204,1164,"1 Female",0.15,0.110650755729863
205,1165,"1 Female",0.175,0.123451952659262
206,1166,"1 Female",0.15,0.110650755729863
207,1167,"1 Female",0.075,0.0553253778649314
208,1168,"1 Female",0.025,0.025
209,1169,"1 Female",0.075,0.075
210,1170,"1 Female",0.15,0.104697366067817
211,1171,"1 Female",0.075,0.0553253778649314
212,1172,"1 Female",0.225,0.180765821026216
213,1173,"1 Female",0.1,0.0697982440452113
214,1174,"1 Female",0.1,0.0784464540552736
215,1175,"1 Female",0.075,0.0553253778649314
216,1176,"1 Female",0.125,0.0890656628993031
217,1177,"1 Female",0.125,0.0890656628993031
218,1178,"1 Female",0.125,0.0890656628993031
219,1179,"1 Female",0.15,0.126845353047495
220,1180,"1 Female",0.175,0.128539627731824
221,1181,"1 Female",0.225,0.165976133594794
222,1182,"1 Female",0.075,0.0553253778649314
223,1183,"1 Female",0.425,0.352441120741811
224,1184,"1 Female",0.05,0.0348991220226056
225,1185,"1 Female",0.05,0.05
226,1186,"1 Female",0.075,0.0553253778649314
227,1187,"1 Female",0.125,0.0890656628993031
228,1188,"1 Female",0.05,0.0348991220226056
229,1189,"1 Female",0,0
230,1190,"1 Female",0.05,0.05
231,1191,"1 Female",0.025,0.025
232,1192,"1 Female",0.175,0.123451952659262
233,1193,"1 Female",0.075,0.0553253778649314
234,1194,"1 Female",0.25,0.181694305119397
235,1195,"1 Female",0.075,0.0553253778649314
236,1196,"1 Female",0.175,0.151435439404693
237,1197,"1 Female",0.15,0.104697366067817
238,1198,"1 Female",0.125,0.125
239,1199,"1 Female",0.125,0.125
240,1200,"1 Female",0.025,0.025
241,1201,"1 Female",0.025,0.025
242,1202,"1 Female",0.025,0.025
243,1203,"1 Female",0.15,0.104697366067817
244,1204,"1 Female",0.025,0.025
245,1205,"1 Female",0.325,0.227549656457324
246,1206,"1 Female",0.2,0.114354374979373
247,1207,"1 Female",0.175,0.128539627731824
248,1208,"1 Female",0.2,0.125064086135971
249,1209,"1 Female",0.15,0.104697366067817
250,1210,"1 Female",0.225,0.158063197357811
251,1211,"1 Female",0.125,0.0639260389945948
252,1212,"1 Female",0.15,0.0843527392286973
253,1213,"1 Female",0.1,0.0784464540552736
254,1214,"1 Female",0.2,0.125064086135971
255,1215,"1 Female",0.075,0.075
256,1216,"1 Female",0.2,0.114354374979373
257,1217,"1 Female",0.35,0.228006972452992
258,1218,"1 Female",0.05,0.05
259,1219,"1 Female",0.05,0.05
260,1220,"1 Female",0.1,0.0784464540552736
261,1221,"1 Female",0.05,0.0348991220226056
262,1222,"1 Female",0.125,0.125
263,1223,"1 Female",0.05,0.05
264,1224,"1 Female",0.025,0.025
265,1225,"1 Female",0.05,0.05
266,1226,"1 Female",0.075,0.075
267,1227,"1 Female",0.05,0.05
268,1228,"1 Female",0.125,0.125
269,1229,"1 Female",0.075,0.075
270,1230,"1 Female",0.275,0.229233673187595
271,1231,"1 Female",0.15,0.15
272,1232,"1 Female",0.225,0.225
273,1233,"1 Female",0,0
274,1234,"1 Female",0,0
275,1235,"1 Female",0,0
276,1236,"1 Female",0,0
277,1237,"1 Female",0,0
278,1238,"1 Female",0,0
279,1239,"1 Female",0,0
280,1240,"1 Female",0,0
281,1241,"1 Female",0,0
282,1242,"1 Female",0,0
283,1243,"1 Female",0.025,0.025
284,1244,"1 Female",0.05,0.05
285,1245,"1 Female",0.05,0.05
286,1246,"1 Female",0.025,0.025
287,1247,"1 Female",0.1,0.1
288,1248,"1 Female",0.075,0.075
289,1249,"1 Female",0.025,0.025
290,1250,"1 Female",1.075,1.075
291,1251,"1 Female",0.15,0.15
292,1252,"1 Female",0.1,0.1
293,1253,"1 Female",0.025,0.025
294,1254,"1 Female",0.05,0.05
295,1255,"1 Female",0.05,0.05
296,1256,"1 Female",0.025,0.025
297,1257,"1 Female",0.1,0.1
298,1258,"1 Female",0.05,0.05
299,1259,"1 Female",0.175,0.151435439404693
300,1260,"1 Female",0.225,0.225
301,1261,"1 Female",0.05,0.05
302,1262,"1 Female",0.15,0.15
303,1263,"1 Female",0.075,0.075
304,1264,"1 Female",0.025,0.025
305,1265,"1 Female",0.05,0.05
306,1266,"1 Female",0.05,0.05
307,1267,"1 Female",0,0
308,1268,"1 Female",0,0
309,1269,"1 Female",0.05,0.05
310,1270,"1 Female",0,0
311,1271,"1 Female",0,0
312,1272,"1 Female",0.1,0.1
313,1273,"1 Female",0.075,0.075
314,1274,"1 Female",0.075,0.075
315,1275,"1 Female",0.125,0.125
316,1276,"1 Female",0.125,0.125
317,1277,"1 Female",0.1,0.1
318,1278,"1 Female",0.15,0.15
319,1279,"1 Female",0.1,0.1
320,1280,"1 Female",0.075,0.075
321,1281,"1 Female",0.125,0.125
322,1282,"1 Female",0.05,0.05
323,1283,"1 Female",0.1,0.1
