"Dec_time","Dec_ZT_time","Condition","mean","SEM"
0,960,"5 Male",0.458333333333333,0.222729547964887
1,961,"5 Male",0.270833333333333,0.132286169400498
2,962,"5 Male",0.3125,0.191013186021391
3,963,"5 Male",0.229166666666667,0.119986639819709
4,964,"5 Male",0.25,0.0868070330843521
5,965,"5 Male",0.604166666666667,0.337832556584495
6,966,"5 Male",0.604166666666667,0.329866165819179
7,967,"5 Male",0.375,0.187426108371515
8,968,"5 Male",0.333333333333333,0.181925607636605
9,969,"5 Male",0.479166666666667,0.197478752186183
10,970,"5 Male",0.520833333333333,0.210516048084658
11,971,"5 Male",0.395833333333333,0.172947905834062
12,972,"5 Male",0.6875,0.290445137090595
13,973,"5 Male",0.916666666666667,0.505144924550425
14,974,"5 Male",0.4375,0.185718486917643
15,975,"5 Male",0.354166666666667,0.161688736886444
16,976,"5 Male",0.375,0.226022107121851
17,977,"5 Male",0.229166666666667,0.155398091316689
18,978,"5 Male",0.166666666666667,0.127487078101046
19,979,"5 Male",0.5,0.21263293714156
20,980,"5 Male",0.375,0.167440579065322
21,981,"5 Male",0.4375,0.203920462348777
22,982,"5 Male",0.229166666666667,0.133951084452515
23,983,"5 Male",0.416666666666667,0.203761901565408
24,984,"5 Male",0.583333333333333,0.370491016599073
25,985,"5 Male",0.145833333333333,0.0665085669662596
26,986,"5 Male",0.145833333333333,0.103097348359551
27,987,"5 Male",0.333333333333333,0.137522832834506
28,988,"5 Male",0.25,0.105268990133315
29,989,"5 Male",0.208333333333333,0.118943089874282
30,990,"5 Male",0.729166666666667,0.45908827251649
31,991,"5 Male",0.125,0.0874429905466681
32,992,"5 Male",0.166666666666667,0.095711840966424
33,993,"5 Male",0.0416666666666667,0.029147663515556
34,994,"5 Male",0.145833333333333,0.0941063950716454
35,995,"5 Male",0.0833333333333333,0.0501180639188034
36,996,"5 Male",0.0625,0.035308292679127
37,997,"5 Male",0.0833333333333333,0.0654589182339529
38,998,"5 Male",0.166666666666667,0.100236127837607
39,999,"5 Male",0.291666666666667,0.195150272461013
40,1000,"5 Male",0.208333333333333,0.129641941889678
41,1001,"5 Male",0.416666666666667,0.175728809980636
42,1002,"5 Male",0.416666666666667,0.185544371911386
43,1003,"5 Male",0.416666666666667,0.218459575867976
44,1004,"5 Male",0.416666666666667,0.205925805454892
