"Dec_time","Dec_ZT_time","Condition","mean","SEM"
0,960,"1 Female",0.125,0.125
1,961,"1 Female",0.1,0.1
2,962,"1 Female",0,0
3,963,"1 Female",0.075,0.075
4,964,"1 Female",0.025,0.025
5,965,"1 Female",0,0
6,966,"1 Female",0.025,0.025
7,967,"1 Female",0.1,0.0784464540552736
8,968,"1 Female",0.15,0.15
9,969,"1 Female",0.225,0.200919361295993
10,970,"1 Female",0.25,0.25
11,971,"1 Female",0.05,0.05
12,972,"1 Female",0.2,0.125064086135971
13,973,"1 Female",0.1,0.0697982440452113
14,974,"1 Female",0.225,0.165976133594794
15,975,"1 Female",0.075,0.0553253778649314
16,976,"1 Female",0.05,0.05
17,977,"1 Female",0.35,0.222313015640283
18,978,"1 Female",0.25,0.12785207798919
19,979,"1 Female",0.175,0.112588996137642
20,980,"1 Female",0.125,0.073270660864972
21,981,"1 Female",0.15,0.0843527392286973
22,982,"1 Female",0.325,0.206892453171901
23,983,"1 Female",0.325,0.194103791954928
24,984,"1 Female",0.5,0.36162028533979
25,985,"1 Female",0.275,0.164033689472777
26,986,"1 Female",0.225,0.180765821026216
27,987,"1 Female",0.15,0.0916375245051714
28,988,"1 Female",0.075,0.0553253778649314
29,989,"1 Female",0.3,0.168705478457395
30,990,"1 Female",0.05,0.05
31,991,"1 Female",0.1,0.0784464540552736
32,992,"1 Female",0.125,0.0890656628993031
33,993,"1 Female",0.175,0.123451952659262
34,994,"1 Female",0.125,0.0890656628993031
35,995,"1 Female",0.075,0.0553253778649314
36,996,"1 Female",0.15,0.110650755729863
37,997,"1 Female",0.225,0.121357175735776
38,998,"1 Female",0.2,0.156892908110547
39,999,"1 Female",0.125,0.073270660864972
40,1000,"1 Female",0.075,0.0553253778649314
41,1001,"1 Female",0.075,0.0553253778649314
42,1002,"1 Female",0.075,0.0553253778649314
43,1003,"1 Female",0.05,0.05
44,1004,"1 Female",0.175,0.106743762202907
45,1005,"1 Female",0.15,0.15
46,1006,"1 Female",0.225,0.14091050078248
47,1007,"1 Female",0.25,0.142099640014701
48,1008,"1 Female",0.025,0.025
49,1009,"1 Female",0,0
50,1010,"1 Female",0.1,0.0784464540552736
51,1011,"1 Female",0,0
52,1012,"1 Female",0,0
53,1013,"1 Female",0,0
54,1014,"1 Female",0.2,0.125064086135971
55,1015,"1 Female",0.05,0.0348991220226056
56,1016,"1 Female",0.25,0.201755119402528
57,1017,"1 Female",0.025,0.025
58,1018,"1 Female",0.025,0.025
59,1019,"1 Female",0.2,0.156892908110547
60,1020,"1 Female",0.05,0.05
61,1021,"1 Female",0.075,0.0553253778649314
62,1022,"1 Female",0.225,0.14091050078248
63,1023,"1 Female",0.075,0.0421763696143487
64,1024,"1 Female",0.125,0.102453867041683
65,1025,"1 Female",0.125,0.0815514624371692
66,1026,"1 Female",0.275,0.229233673187595
67,1027,"1 Female",0,0
68,1028,"1 Female",0.05,0.05
69,1029,"1 Female",0.175,0.133433455997689
70,1030,"1 Female",0,0
71,1031,"1 Female",0.025,0.025
72,1032,"1 Female",0,0
73,1033,"1 Female",0,0
74,1034,"1 Female",0.025,0.025
75,1035,"1 Female",0,0
76,1036,"1 Female",0,0
77,1037,"1 Female",0.075,0.075
78,1038,"1 Female",0.05,0.0348991220226056
79,1039,"1 Female",0.075,0.075
80,1040,"1 Female",0.075,0.0553253778649314
81,1041,"1 Female",0,0
82,1042,"1 Female",0,0
83,1043,"1 Female",0.1,0.0784464540552736
84,1044,"1 Female",0,0
85,1045,"1 Female",0,0
86,1046,"1 Female",0,0
87,1047,"1 Female",0,0
88,1048,"1 Female",0.05,0.05
89,1049,"1 Female",0.125,0.102453867041683
90,1050,"1 Female",0.1,0.0697982440452113
91,1051,"1 Female",0.15,0.0916375245051714
92,1052,"1 Female",0.025,0.025
93,1053,"1 Female",0.025,0.025
94,1054,"1 Female",0.125,0.125
95,1055,"1 Female",0,0
96,1056,"1 Female",0,0
97,1057,"1 Female",0,0
98,1058,"1 Female",0.025,0.025
99,1059,"1 Female",0.2,0.102532046272473
100,1060,"1 Female",0.25,0.15085227958639
101,1061,"1 Female",0.1,0.0697982440452113
102,1062,"1 Female",0.25,0.178131325798606
103,1063,"1 Female",0.15,0.0916375245051714
104,1064,"1 Female",0.1,0.0599144689515278
105,1065,"1 Female",0.25,0.181694305119397
106,1066,"1 Female",0.1,0.0784464540552736
107,1067,"1 Female",0.175,0.100559333167934
108,1068,"1 Female",0.175,0.106743762202907
109,1069,"1 Female",0.15,0.0916375245051714
110,1070,"1 Female",0.275,0.189423890405646
111,1071,"1 Female",0.075,0.0553253778649314
112,1072,"1 Female",0.15,0.0916375245051714
113,1073,"1 Female",0.1,0.0697982440452113
114,1074,"1 Female",0.15,0.110650755729863
115,1075,"1 Female",0.075,0.075
116,1076,"1 Female",0.15,0.0916375245051714
117,1077,"1 Female",0.125,0.0815514624371692
118,1078,"1 Female",0.275,0.178983955734184
119,1079,"1 Female",0.225,0.200919361295993
120,1080,"1 Female",0.15,0.0763762615825973
121,1081,"1 Female",0.325,0.215987594610526
122,1082,"1 Female",0.15,0.0843527392286973
123,1083,"1 Female",0.25,0.201755119402528
