"Dec_time","Dec_ZT_time","Condition","mean","SEM"
0,960,"6 Male",0.125,0.0766369816104119
1,961,"6 Male",0.1875,0.0971958339737047
2,962,"6 Male",0.104166666666667,0.0535907738345802
3,963,"6 Male",0.291666666666667,0.126176496520674
4,964,"6 Male",0.291666666666667,0.148748721114156
5,965,"6 Male",0.145833333333333,0.0892719932043952
6,966,"6 Male",0.125,0.0874429905466681
7,967,"6 Male",0.104166666666667,0.0681543886010226
8,968,"6 Male",0.0416666666666667,0.0416666666666667
9,969,"6 Male",0.0625,0.0461865819758285
10,970,"6 Male",0.0833333333333333,0.0654589182339529
11,971,"6 Male",0.0625,0.0461865819758285
12,972,"6 Male",0.0208333333333333,0.0208333333333333
13,973,"6 Male",0.0833333333333333,0.0501180639188034
14,974,"6 Male",0.0416666666666667,0.0416666666666667
15,975,"6 Male",0.0625,0.0461865819758285
16,976,"6 Male",0.0625,0.035308292679127
17,977,"6 Male",0.166666666666667,0.112724690250017
18,978,"6 Male",0.1875,0.1139874090969
19,979,"6 Male",0.479166666666667,0.206261864763683
20,980,"6 Male",0.145833333333333,0.0787174639155474
21,981,"6 Male",0.416666666666667,0.194866141848118
22,982,"6 Male",0.3125,0.155160206613397
23,983,"6 Male",0.3125,0.143278017942502
24,984,"6 Male",0.5,0.320681897575501
25,985,"6 Male",0.104166666666667,0.0535907738345802
26,986,"6 Male",0.0625,0.0625
27,987,"6 Male",0,0
28,988,"6 Male",0.1875,0.117811944450973
29,989,"6 Male",0.104166666666667,0.0535907738345802
30,990,"6 Male",0.0833333333333333,0.0501180639188034
31,991,"6 Male",0.0625,0.0625
32,992,"6 Male",0,0
33,993,"6 Male",0.0625,0.0461865819758285
34,994,"6 Male",0.0833333333333333,0.0582953270311121
35,995,"6 Male",0.0208333333333333,0.0208333333333333
36,996,"6 Male",0.0625,0.0461865819758285
37,997,"6 Male",0.0625,0.0461865819758285
38,998,"6 Male",0.0625,0.0625
39,999,"6 Male",0.104166666666667,0.061306572754348
40,1000,"6 Male",0.104166666666667,0.0681543886010226
41,1001,"6 Male",0.125,0.070616585358254
42,1002,"6 Male",0.1875,0.101654094676698
43,1003,"6 Male",0.1875,0.0925229988659519
44,1004,"6 Male",0.125,0.0923731639516571
45,1005,"6 Male",0,0
46,1006,"6 Male",0.0208333333333333,0.0208333333333333
47,1007,"6 Male",0.0208333333333333,0.0208333333333333
48,1008,"6 Male",0.104166666666667,0.104166666666667
49,1009,"6 Male",0.0208333333333333,0.0208333333333333
50,1010,"6 Male",0.145833333333333,0.0941063950716454
51,1011,"6 Male",0.125,0.0640326268785261
52,1012,"6 Male",0.0833333333333333,0.0582953270311121
53,1013,"6 Male",0.104166666666667,0.0535907738345802
54,1014,"6 Male",0.270833333333333,0.1388260791784
55,1015,"6 Male",0.270833333333333,0.125405665618692
56,1016,"6 Male",0.166666666666667,0.104564841828275
57,1017,"6 Male",0.145833333333333,0.0841603466484695
58,1018,"6 Male",0.145833333333333,0.0728691587888901
59,1019,"6 Male",0.145833333333333,0.126286231137606
60,1020,"6 Male",0.0625,0.0625
61,1021,"6 Male",0.166666666666667,0.0859517705215661
62,1022,"6 Male",0.125,0.0566890860948517
63,1023,"6 Male",0.145833333333333,0.0892719932043952
64,1024,"6 Male",0.125,0.0874429905466681
65,1025,"6 Male",0.208333333333333,0.111240320852879
66,1026,"6 Male",0,0
67,1027,"6 Male",0.0416666666666667,0.029147663515556
68,1028,"6 Male",0.104166666666667,0.061306572754348
69,1029,"6 Male",0.166666666666667,0.100236127837607
70,1030,"6 Male",0.0416666666666667,0.0416666666666667
71,1031,"6 Male",0.145833333333333,0.0941063950716454
72,1032,"6 Male",0.208333333333333,0.118943089874282
73,1033,"6 Male",0.0833333333333333,0.0501180639188034
74,1034,"6 Male",0.9375,0.688305459827516
75,1035,"6 Male",0.4375,0.3233060738308
76,1036,"6 Male",0.3125,0.252919565746877
77,1037,"6 Male",0.3125,0.24217588195652
78,1038,"6 Male",0.166666666666667,0.108721345508907
79,1039,"6 Male",0.270833333333333,0.175492173486691
80,1040,"6 Male",0.166666666666667,0.095711840966424
81,1041,"6 Male",0.229166666666667,0.152518988857699
82,1042,"6 Male",0.145833333333333,0.0941063950716454
83,1043,"6 Male",0.25,0.134810084434542
84,1044,"6 Male",0.208333333333333,0.133017133932519
85,1045,"6 Male",0.229166666666667,0.116233682349522
86,1046,"6 Male",0.229166666666667,0.127160699041074
87,1047,"6 Male",0.166666666666667,0.0806299078078161
88,1048,"6 Male",0.0833333333333333,0.0501180639188034
89,1049,"6 Male",0.416666666666667,0.190262354640587
90,1050,"6 Male",0.229166666666667,0.137220325931328
91,1051,"6 Male",0.479166666666667,0.300693028321782
92,1052,"6 Male",0.270833333333333,0.135595558324571
93,1053,"6 Male",0.104166666666667,0.074374360557078
94,1054,"6 Male",0.166666666666667,0.112724690250017
95,1055,"6 Male",0.375,0.317382077280245
96,1056,"6 Male",0.208333333333333,0.102962902727446
97,1057,"6 Male",0.208333333333333,0.118943089874282
98,1058,"6 Male",0.166666666666667,0.0859517705215661
99,1059,"6 Male",0.166666666666667,0.0859517705215661
100,1060,"6 Male",0.375,0.187426108371515
101,1061,"6 Male",1.10416666666667,0.850135358086321
