"Dec_time","Dec_ZT_time","Condition","mean","SEM"
0,960,"1 Male",0.3125,0.219113805884244
1,961,"1 Male",0.0625,0.0461865819758285
2,962,"1 Male",0.104166666666667,0.0681543886010226
3,963,"1 Male",0.125,0.0923731639516571
4,964,"1 Male",0.145833333333333,0.0941063950716454
5,965,"1 Male",0.166666666666667,0.095711840966424
6,966,"1 Male",0.25,0.131480926535194
7,967,"1 Male",0.458333333333333,0.190553349999987
8,968,"1 Male",0.354166666666667,0.174859577231014
9,969,"1 Male",0.5,0.2855876112298
10,970,"1 Male",0.479166666666667,0.30653286377174
11,971,"1 Male",0.229166666666667,0.152518988857699
12,972,"1 Male",0.229166666666667,0.127160699041074
13,973,"1 Male",0.125,0.0566890860948517
14,974,"1 Male",0.1875,0.0971958339737047
15,975,"1 Male",0.125,0.0640326268785261
16,976,"1 Male",0.166666666666667,0.0806299078078161
17,977,"1 Male",0.270833333333333,0.106273029766691
18,978,"1 Male",0.229166666666667,0.133951084452515
19,979,"1 Male",0.229166666666667,0.119986639819709
20,980,"1 Male",0.416666666666667,0.245226291017392
21,981,"1 Male",0.0416666666666667,0.029147663515556
22,982,"1 Male",0.208333333333333,0.102962902727446
23,983,"1 Male",0.125,0.0566890860948517
24,984,"1 Male",0.0833333333333333,0.0654589182339529
25,985,"1 Male",0.229166666666667,0.130600031406235
26,986,"1 Male",0.145833333333333,0.0728691587888901
27,987,"1 Male",0.416666666666667,0.159879535028847
28,988,"1 Male",0.4375,0.154444354091169
29,989,"1 Male",0.375,0.156493604428265
30,990,"1 Male",0.145833333333333,0.0787174639155474
31,991,"1 Male",0.3125,0.11591545127364
32,992,"1 Male",0.25,0.113378172189703
33,993,"1 Male",0.25,0.113378172189703
34,994,"1 Male",0.25,0.120944861711724
35,995,"1 Male",0.4375,0.168183479046289
36,996,"1 Male",0.375,0.170067258284555
37,997,"1 Male",0.270833333333333,0.118125066450255
38,998,"1 Male",0.104166666666667,0.0535907738345802
39,999,"1 Male",0.25,0.156139145072956
40,1000,"1 Male",0.395833333333333,0.228197499328462
41,1001,"1 Male",0.916666666666667,0.392565363999195
42,1002,"1 Male",0.729166666666667,0.329866165819179
43,1003,"1 Male",0.541666666666667,0.204033644608892
44,1004,"1 Male",0.354166666666667,0.12802919427337
45,1005,"1 Male",0.333333333333333,0.140709112617209
46,1006,"1 Male",0.291666666666667,0.122613145508696
47,1007,"1 Male",0.1875,0.0823860162512964
48,1008,"1 Male",0.25,0.100970468261729
49,1009,"1 Male",0.395833333333333,0.167743639184911
50,1010,"1 Male",0.166666666666667,0.0859517705215661
51,1011,"1 Male",0.354166666666667,0.144305574042598
52,1012,"1 Male",0.270833333333333,0.16237265422973
53,1013,"1 Male",0.145833333333333,0.0728691587888901
54,1014,"1 Male",0.604166666666667,0.311908423511149
55,1015,"1 Male",0.791666666666667,0.535079974579705
56,1016,"1 Male",0.458333333333333,0.1928655075925
57,1017,"1 Male",0.166666666666667,0.112724690250017
58,1018,"1 Male",0.145833333333333,0.0728691587888901
59,1019,"1 Male",0.0625,0.0461865819758285
60,1020,"1 Male",0.145833333333333,0.0665085669662596
61,1021,"1 Male",0.0416666666666667,0.029147663515556
62,1022,"1 Male",0.0625,0.0461865819758285
63,1023,"1 Male",0.166666666666667,0.0806299078078161
64,1024,"1 Male",0.375,0.144720934685242
65,1025,"1 Male",0.208333333333333,0.0985638600875921
66,1026,"1 Male",0.291666666666667,0.139522785110575
67,1027,"1 Male",0.416666666666667,0.135901681886134
68,1028,"1 Male",0.583333333333333,0.216421028242916
69,1029,"1 Male",0.395833333333333,0.207867386746486
70,1030,"1 Male",0.125,0.0640326268785261
71,1031,"1 Male",0.208333333333333,0.118943089874282
72,1032,"1 Male",0.395833333333333,0.172947905834062
73,1033,"1 Male",0.354166666666667,0.200817441471239
74,1034,"1 Male",0.1875,0.0971958339737047
75,1035,"1 Male",0.270833333333333,0.151058861212533
76,1036,"1 Male",0.25,0.113378172189703
77,1037,"1 Male",0.333333333333333,0.127487078101046
78,1038,"1 Male",0.145833333333333,0.0787174639155474
79,1039,"1 Male",0.3125,0.126869879451573
80,1040,"1 Male",0.333333333333333,0.140709112617209
81,1041,"1 Male",0.4375,0.226573008132444
82,1042,"1 Male",0.208333333333333,0.0839955954040527
83,1043,"1 Male",0.5,0.185942109499453
84,1044,"1 Male",0.333333333333333,0.120332478730193
85,1045,"1 Male",0.791666666666667,0.383570309113071
86,1046,"1 Male",0.958333333333333,0.612342274766099
87,1047,"1 Male",0.479166666666667,0.160312149335558
88,1048,"1 Male",0.416666666666667,0.125736600365187
89,1049,"1 Male",0.333333333333333,0.116590654062224
90,1050,"1 Male",0.458333333333333,0.222729547964887
91,1051,"1 Male",0.3125,0.103811451082655
92,1052,"1 Male",0.604166666666667,0.18532026938752
93,1053,"1 Male",0.25,0.105268990133315
94,1054,"1 Male",0.416666666666667,0.132599933321193
95,1055,"1 Male",0.458333333333333,0.14573831757778
96,1056,"1 Male",0.645833333333333,0.275297362331817
97,1057,"1 Male",0.854166666666667,0.466035778590779
98,1058,"1 Male",0.520833333333333,0.254375858569888
99,1059,"1 Male",0.375,0.131901666575484
100,1060,"1 Male",0.895833333333333,0.424472538074251
101,1061,"1 Male",0.875,0.569329112462969
102,1062,"1 Male",0.416666666666667,0.145357633468508
103,1063,"1 Male",0.291666666666667,0.111240320852879
104,1064,"1 Male",0.354166666666667,0.198597885125596
105,1065,"1 Male",0.25,0.131480926535194
106,1066,"1 Male",0.291666666666667,0.139522785110575
107,1067,"1 Male",0.1875,0.0823860162512964
108,1068,"1 Male",0.479166666666667,0.206261864763683
109,1069,"1 Male",0.1875,0.0768175165640222
110,1070,"1 Male",0.208333333333333,0.111240320852879
111,1071,"1 Male",0.395833333333333,0.233952288229563
112,1072,"1 Male",0.166666666666667,0.095711840966424
113,1073,"1 Male",0.145833333333333,0.0787174639155474
114,1074,"1 Male",0.166666666666667,0.0909628038183026
115,1075,"1 Male",0.375,0.194391667947409
116,1076,"1 Male",0.0625,0.0461865819758285
117,1077,"1 Male",0.1875,0.0768175165640222
118,1078,"1 Male",0.458333333333333,0.197408595720406
119,1079,"1 Male",0.291666666666667,0.102962902727446
120,1080,"1 Male",0.229166666666667,0.108338447778891
121,1081,"1 Male",0.145833333333333,0.0892719932043952
122,1082,"1 Male",0.4375,0.19043215597259
123,1083,"1 Male",0.4375,0.185718486917643
124,1084,"1 Male",0.416666666666667,0.159879535028847
125,1085,"1 Male",0.541666666666667,0.199641374687207
126,1086,"1 Male",0.625,0.18977637082099
127,1087,"1 Male",0.895833333333333,0.455696395731569
128,1088,"1 Male",1.04166666666667,0.770671585483333
129,1089,"1 Male",0.666666666666667,0.296751521851262
130,1090,"1 Male",0.520833333333333,0.181086122621659
131,1091,"1 Male",0.375,0.135220466158363
132,1092,"1 Male",0.5,0.154713186938819
133,1093,"1 Male",0.4375,0.165526909599069
134,1094,"1 Male",0.333333333333333,0.108721345508907
135,1095,"1 Male",0.333333333333333,0.120332478730193
136,1096,"1 Male",0.458333333333333,0.14573831757778
137,1097,"1 Male",0.375,0.138459738880225
138,1098,"1 Male",0.291666666666667,0.111240320852879
139,1099,"1 Male",0.270833333333333,0.110365219514515
140,1100,"1 Male",0.25,0.09177137797594
141,1101,"1 Male",0.229166666666667,0.0952766749999934
142,1102,"1 Male",0.25,0.105268990133315
143,1103,"1 Male",0.354166666666667,0.117183190425092
144,1104,"1 Male",0.375,0.125
145,1105,"1 Male",0.229166666666667,0.0998206873436033
146,1106,"1 Male",0.520833333333333,0.176122497599701
147,1107,"1 Male",0.604166666666667,0.190043815714306
148,1108,"1 Male",0.375,0.144720934685242
149,1109,"1 Male",0.75,0.287906357904764
150,1110,"1 Male",0.270833333333333,0.106273029766691
151,1111,"1 Male",0.479166666666667,0.168402968182486
152,1112,"1 Male",0.8125,0.375036936715184
153,1113,"1 Male",0.5625,0.210340508301716
154,1114,"1 Male",0.291666666666667,0.133017133932519
155,1115,"1 Male",0.229166666666667,0.0998206873436033
156,1116,"1 Male",0.291666666666667,0.133017133932519
157,1117,"1 Male",0.229166666666667,0.0854669243255208
158,1118,"1 Male",0.208333333333333,0.0985638600875921
159,1119,"1 Male",0.395833333333333,0.156817821679226
160,1120,"1 Male",0.229166666666667,0.152518988857699
161,1121,"1 Male",0.229166666666667,0.0854669243255208
162,1122,"1 Male",0.3125,0.126869879451573
163,1123,"1 Male",0.375,0.117694308930423
164,1124,"1 Male",0.291666666666667,0.0891166924317569
165,1125,"1 Male",0.375,0.121402121799024
166,1126,"1 Male",0.479166666666667,0.206261864763683
167,1127,"1 Male",0.25,0.100970468261729
168,1128,"1 Male",0.4375,0.19043215597259
169,1129,"1 Male",0.583333333333333,0.438438288003804
170,1130,"1 Male",0.3125,0.126869879451573
171,1131,"1 Male",0.3125,0.126869879451573
172,1132,"1 Male",0.291666666666667,0.0985638600875921
173,1133,"1 Male",0.333333333333333,0.104564841828275
174,1134,"1 Male",0.333333333333333,0.108721345508907
175,1135,"1 Male",0.270833333333333,0.118125066450255
